Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
  1999     tcp         BackDoor                 [trojan] Back Door 
  1999     tcp         SubSeven                 [trojan] SubSeven 
  2000     tcp         callbook                 callbook 
  2000     udp         callbook                 callbook 
  2000     tcp         openwindows              OpenWindows 
  2000     tcp         DerSpdher                [trojan] Der Spdher / Der Spaeher 
  2000     tcp         InsaneNetwork            [trojan] Insane Network 
  2000     tcp         Last2000                 [trojan] Last 2000 
  2000     tcp         RemoteExplorer2000       [trojan] Remote Explorer 2000 
  2000     tcp         SennaSpyTrojanGenerator  [trojan] Senna Spy Trojan Generator 
  2001     tcp         dc                       dc 
  2001     tcp         DerSpdher                [trojan] Der Spdher / Der Spaeher 
  2001     tcp         TrojanCow                [trojan] Trojan Cow 
  2001     udp         wizard                   curry 
  2002     tcp         globe                    globe 
  2002     udp         globe                    globe 
  2002     tcp         milan                    Digi MiLAN print server admin port 
  2002     udp         slapper                  [trojan] Peer-to-peer UDP DDoS (PUD) (used by OpenSSL/Apache Slapper worm) 
  2002     tcp         TransScout               [trojan] TransScout 
  2003     tcp         cfingerd                 GNU finger 
  2003     tcp         TransScout               [trojan] TransScout 
  2004     tcp         mailbox                  mailbox 
  2004     udp         emce                     CCWS mm conf 
  2004     udp         eDonkey2000              eDonkey2000 unknown/unlisted port 
  2004     tcp         TransScout               [trojan] TransScout 
  2005     tcp         berknet                  berknet 
  2005     udp         oracle                   oracle 
  2005     tcp         deslogin                 encrypted symmetric telnet login 
  2005     tcp         TransScout               [trojan] TransScout 
  2006     tcp         invokator                 
  2006     udp         raid-cc                  raid 
  2007     tcp         dectalk                   
  2007     udp         raid-am                   
  2008     tcp         conf                      
  2008     udp         terminaldb                
  2009     tcp         news                      
  2009     udp         whosockami                
  2010     tcp         nfr                      Network Flight Recorder sensor 
  2010     tcp         search                    
  2010     udp         pipe_server               
  2011     tcp         raid-cc                  raid 
  2011     udp         servserv                  
  2012     tcp         ttyinfo                   
  2012     udp         raid-ac                   
  2013     tcp         raid-am                   
  2013     udp         raid-cd                   
  2014     tcp         Troff                     
  2014     udp         raid-sf                   
  2015     tcp         cypress                   
  2015     udp         raid-cs                   
  2016     tcp         bootserver                
  2016     udp         bootserver                
  2017     tcp         cypress-stat              
  2017     udp         bootclient                
  2018     tcp         terminaldb                
  2018     udp         rellpack                  
  2019     tcp         whosockami                
  2019     udp         about                     
  2020     tcp         xinupageserver            
  2020     udp         xinupageserver            
  2021     tcp         servexec                  
  2021     udp         xinuexpansion1            
  2022     tcp         down                      
  2022     udp         xinuexpansion2            
  2023     tcp         RipperPro                [trojan] Ripper Pro 
  2023     tcp         Ripper                   [trojan] Ripper 
  2023     tcp         xinuexpansion3            
  2023     udp         xinuexpansion3            
  2024     tcp         xinuexpansion4            
  2024     udp         xinuexpansion4            
  2025     tcp         ellpack                   
  2025     udp         xribs                     
  2026     tcp         scrabble                  
  2026     udp         scrabble                  
  2027     tcp         shadowserver              
  2027     udp         shadowserver              
  2028     tcp         submitserver              
  2028     udp         submitserver              
  2030     tcp         device2                   
  2030     udp         device2                   
  2032     tcp         blackboard                
  2032     udp         blackboard                
  2033     tcp         glogger                   
  2033     udp         glogger                   
  2034     tcp         scoremgr                  
  2034     udp         scoremgr                  
  2035     tcp         imsldoc                   
  2035     udp         imsldoc                   
  2038     tcp         objectmanager             
  2038     udp         objectmanager             
  2040     tcp         lam                       
  2040     udp         lam                       
  2041     tcp         interbase                 
  2041     udp         interbase                 
  2042     tcp         isis                      
  2042     udp         isis                      
  2043     tcp         isis-bcast                
  2043     udp         isis-bcast                
  2044     tcp         rimsl                     
  2044     udp         rimsl                     
  2045     tcp         cdfunc                    
  2045     udp         cdfunc                    
  2046     tcp         sdfunc                    
  2046     udp         sdfunc                    
  2047     tcp         dls                       
  2047     udp         dls                       
  2048     tcp         dls-monitor               
  2048     udp         dls-monitor               
  2049     tcp         nfs                      Network File System 
  2049     udp         nfs                      Network File System 
  2049     tcp         shilp                     
  2049     udp         shilp                     
  2050     tcp         av-emb-config            Avaya EMB Config Port 
  2050     udp         av-emb-config            Avaya EMB Config Port 
  2050     tcp         blazix-ejb               Blazix java webserver 
  2051     tcp         epnsdp                   EPNSDP 
  2051     udp         epnsdp                   EPNSDP 
  2052     tcp         clearvisn                clearVisn Services Port 
  2052     udp         clearvisn                clearVisn Services Port 
  2053     tcp         lot105-ds-upd            Lot105 DSuper Updates 
  2053     udp         lot105-ds-upd            Lot105 DSuper Updates 
  2054     tcp         weblogin                 Weblogin Port 
  2054     udp         weblogin                 Weblogin Port 
  2055     tcp         iop                      Iliad-Odyssey Protocol 
  2055     udp         iop                      Iliad-Odyssey Protocol 
  2056     tcp         omnisky                  OmniSky Port 
  2056     udp         omnisky                  OmniSky Port 
  2057     tcp         rich-cp                  Rich Content Protocol 
  2057     udp         rich-cp                  Rich Content Protocol 
  2058     tcp         newwavesearch            NewWaveSearchables RMI 
  2058     udp         newwavesearch            NewWaveSearchables RMI 
  2059     tcp         bmc-messaging            BMC Messaging Service 
  2059     udp         bmc-messaging            BMC Messaging Service 
  2060     tcp         teleniumdaemon           Telenium Daemon IF 
  2060     udp         teleniumdaemon           Telenium Daemon IF 
  2061     tcp         netmount                 NetMount 
  2061     udp         netmount                 NetMount 
  2062     tcp         icg-swp                  ICG SWP Port 
  2062     udp         icg-swp                  ICG SWP Port 
  2063     tcp         icg-bridge               ICG Bridge Port 
  2063     udp         icg-bridge               ICG Bridge Port 
  2064     tcp         distrib-netassholes      A group of lamers working on a silly closed-source client 
  2064     tcp         icg-iprelay              ICG IP Relay Port 
  2064     udp         icg-iprelay              ICG IP Relay Port 
  2065     tcp         dlsrpn                   Data Link Switch Read Port Number 
  2065     udp         dlsrpn                   Data Link Switch Read Port Number 
  2067     tcp         dlswpn                   Data Link Switch Write Port Number 
  2067     udp         dlswpn                   Data Link Switch Write Port Number 
  2068     tcp         avauthsrvprtcl           Avocent AuthSrv Protocol 
  2068     udp         avauthsrvprtcl           Avocent AuthSrv Protocol 
  2069     tcp         event-port               HTTP Event Port 
  2069     udp         event-port               HTTP Event Port 
  2070     tcp         ah-esp-encap             AH and ESP Encapsulated in UDP packet 
  2070     udp         ah-esp-encap             AH and ESP Encapsulated in UDP packet 
  2071     tcp         acp-port                 Axon Control Protocol 
  2071     udp         acp-port                 Axon Control Protocol 
  2072     tcp         msync                    GlobeCast mSync 
  2072     udp         msync                    GlobeCast mSync 
  2073     tcp         vbs-data-port            Variable Block Socket 
  2073     udp         vbs-data-port            Variable Block Socket 
  2074     tcp         vrtl-vmf-sa              Vertel VMF SA 
  2074     udp         vrtl-vmf-sa              Vertel VMF SA 
  2075     tcp         newlixengine             Newlix ServerWare Engine 
  2075     udp         newlixengine             Newlix ServerWare Engine 
  2076     tcp         newlixconfig             Newlix JSPConfig 
  2076     udp         newlixconfig             Newlix JSPConfig 
  2077     tcp         Trellisagt               TrelliSoft Agent 
  2077     udp         Trellisagt               TrelliSoft Agent 
  2078     tcp         Trellissvr               TrelliSoft Server 
  2078     udp         Trellissvr               TrelliSoft Server 
  2079     tcp         idware-router            IDWARE Router Port 
  2079     udp         idware-router            IDWARE Router Port 
  2080     tcp         autodesk-nlm             Autodesk NLM (FLEXlm) 
  2080     tcp         WinHole                  [trojan] WinHole 
  2080     tcp         WinHole                  [trojan] WinHole 
  2080     udp         autodesk-nlm             Autodesk NLM (FLEXlm) 
  2081     tcp         kme-trap-port            KME PRINTER TRAP PORT 
  2081     udp         kme-trap-port            KME PRINTER TRAP PORT 
  2087     tcp         eli                      ELI - Event Logging Integration 
  2087     udp         eli                      ELI - Event Logging Integration 
  2089     tcp         sep                      Security Encapsulation Protocol - SEP 
  2089     udp         sep                      Security Encapsulation Protocol - SEP 
  2090     tcp         lrp                      Load Report Protocol 
  2090     udp         lrp                      Load Report Protocol 
  2091     tcp         prp                      PRP 
  2091     udp         prp                      PRP 
  2092     tcp         descent3                 Descent 3 
  2092     udp         descent3                 Descent 3 
  2093     tcp         nbx-cc                   NBX CC 
  2093     udp         nbx-cc                   NBX CC 
  2094     tcp         nbx-au                   NBX AU 
  2094     udp         nbx-au                   NBX AU 
  2095     tcp         nbx-ser                  NBX SER 
  2095     udp         nbx-ser                  NBX SER 
  2096     tcp         nbx-dir                  NBX DIR 
  2096     udp         nbx-dir                  NBX DIR 
  2097     tcp         jetformpreview           Jet Form Preview 
  2097     udp         jetformpreview           Jet Form Preview 
  2098     tcp         dialog-port              Dialog Port 
  2098     udp         dialog-port              Dialog Port 
  2099     tcp         h2250-annex-g            H.225.0 Annex G 
  2099     udp         h2250-annex-g            H.225.0 Annex G 
  2100     tcp         amiganetfs               amiganetfs 
  2100     udp         amiganetfs               amiganetfs 
  2101     tcp         rtcm-sc104               rtcm-sc104 
  2101     udp         rtcm-sc104               rtcm-sc104 
  2102     tcp         zephyr-srv               Zephyr server 
  2102     udp         zephyr-srv               Zephyr server 
  2103     tcp         zephyr-clt               Zephyr serv-hm connection 
  2103     udp         zephyr-clt               Zephyr serv-hm connection 
  2104     tcp         zephyr-hm                Zephyr hostmanager 
  2104     udp         zephyr-hm                Zephyr hostmanager 
  2105     tcp         eklogin                  Kerberos (v4) encrypted rlogin 
  2105     tcp         minipay                  MiniPay 
  2105     udp         eklogin                  Kerberos (v4) encrypted rlogin 
  2105     udp         minipay                  MiniPay 
  2106     tcp         ekshell                  Kerberos (v4) encrypted rshell 
  2106     tcp         mzap                     MZAP 
  2106     udp         ekshell                  Kerberos (v4) encrypted rshell 
  2106     udp         mzap                     MZAP 
  2107     tcp         bintec-admin             BinTec Admin 
  2107     udp         bintec-admin             BinTec Admin 
  2108     tcp         comcam                   Comcam 
  2108     tcp         rkinit                   Kerberos (v4) remote initialization 
  2108     udp         comcam                   Comcam 
  2108     udp         rkinit                   Kerberos (v4) remote initialization 
  2109     tcp         ergolight                Ergolight 
  2109     udp         ergolight                Ergolight 
  2110     tcp         umsp                     UMSP 
  2110     udp         umsp                     UMSP 
  2111     tcp         dsatp                    DSATP 
  2111     tcp         kx                       X over kerberos 
  2111     udp         dsatp                    DSATP 
  2112     tcp         idonix-metanet           Idonix MetaNet 
  2112     udp         idonix-metanet           Idonix MetaNet 
  2112     tcp         kip                      IP over kerberos 
  2112     tcp         pos-partner              Vital Processing Services POS partner 2000 
  2113     tcp         hsl-storm                HSL StoRM 
  2113     udp         hsl-storm                HSL StoRM 
  2114     tcp         newheights               NEWHEIGHTS 
  2114     udp         newheights               NEWHEIGHTS 
  2115     tcp         Bugs                     [trojan] Bugs 
  2115     tcp         Bugs                     [trojan] Bugs 
  2115     tcp         kdm                      KDM 
  2115     udp         kdm                      KDM 
  2116     tcp         ccowcmr                  CCOWCMR 
  2116     udp         ccowcmr                  CCOWCMR 
  2117     tcp         mentaclient              MENTACLIENT 
  2117     udp         mentaclient              MENTACLIENT 
  2118     tcp         mentaserver              MENTASERVER 
  2118     udp         mentaserver              MENTASERVER 
  2119     tcp         gsigatekeeper            GSIGATEKEEPER 
  2119     udp         gsigatekeeper            GSIGATEKEEPER 
  2120     tcp         kauth                    Remote kauth 
  2120     tcp         qencp                    Quick Eagle Networks CP 
  2120     udp         qencp                    Quick Eagle Networks CP 
  2121     tcp         scientia-ssdb            SCIENTIA-SSDB 
  2121     udp         scientia-ssdb            SCIENTIA-SSDB 
  2122     tcp         caupc-remote             CauPC Remote Control 
  2122     udp         caupc-remote             CauPC Remote Control 
  2123     tcp         gtp-control              GTP-Control Plane (3GPP) 
  2123     udp         gtp-control              GTP-Control Plane (3GPP) 
  2124     tcp         elatelink                ELATELINK 
  2124     udp         elatelink                ELATELINK 
  2125     tcp         lockstep                 LOCKSTEP 
  2125     udp         lockstep                 LOCKSTEP 
  2126     tcp         pktcable-cops            PktCable-COPS 
  2126     udp         pktcable-cops            PktCable-COPS 
  2127     tcp         index-pc-wb              INDEX-PC-WB 
  2127     udp         index-pc-wb              INDEX-PC-WB 
  2128     tcp         net-steward              Net Steward Control 
  2128     udp         net-steward              Net Steward Control 
  2129     tcp         cs-live                  cs-live.com 
  2129     udp         cs-live                  cs-live.com 
  2130     tcp         swc-xds                  SWC-XDS 
  2130     udp         MiniBacklash             [trojan] Mini Backlash 
  2130     udp         swc-xds                  SWC-XDS 
  2131     tcp         avantageb2b              Avantageb2b 
  2131     udp         avantageb2b              Avantageb2b 
  2132     tcp         avail-epmap              AVAIL-EPMAP 
  2132     udp         avail-epmap              AVAIL-EPMAP 
  2133     tcp         zymed-zpp                ZYMED-ZPP 
  2133     udp         zymed-zpp                ZYMED-ZPP 
  2134     tcp         avenue                   AVENUE 
  2134     udp         avenue                   AVENUE 
  2135     tcp         gris                     Grid Resource Information Server 
  2135     udp         gris                     Grid Resource Information Server 
  2136     tcp         appworxsrv               APPWORXSRV 
  2136     udp         appworxsrv               APPWORXSRV 
  2137     tcp         connect                  CONNECT 
  2137     udp         connect                  CONNECT 
  2138     tcp         unbind-cluster           UNBIND-CLUSTER 
  2138     udp         unbind-cluster           UNBIND-CLUSTER 
  2139     tcp         ias-auth                 IAS-AUTH 
  2139     udp         ias-auth                 IAS-AUTH 
  2140     tcp         Foreplay                 [trojan] Foreplay or Reduced Foreplay 
  2140     tcp         ias-reg                  IAS-REG 
  2140     tcp         TheInvasor               [trojan] The Invasor 
  2140     udp         DeepThroat               [trojan] Deep Throat 
  2140     udp         DeepThroat               [trojan] Deep Throat 
  2140     udp         Foreplay                 [trojan] Foreplay 
  2140     udp         ias-reg                  IAS-REG 
  2141     tcp         ias-admind               IAS-ADMIND 
  2141     udp         ias-admind               IAS-ADMIND 
  2142     tcp         tdm-over-ip              TDM-OVER-IP 
  2142     udp         tdm-over-ip              TDM-OVER-IP 
  2143     tcp         lv-jc                    Live Vault Job Control 
  2143     udp         lv-jc                    Live Vault Job Control 
  2144     tcp         lv-ffx                   Live Vault Fast Object Transfer 
  2144     udp         lv-ffx                   Live Vault Fast Object Transfer 
  2145     tcp         lv-pici                  Live Vault Remote Diagnostic Console Support 
  2145     udp         lv-pici                  Live Vault Remote Diagnostic Console Support 
  2146     tcp         lv-not                   Live Vault Admin Event Notification 
  2146     udp         lv-not                   Live Vault Admin Event Notification 
  2147     tcp         lv-auth                  Live Vault Authentication 
  2147     udp         lv-auth                  Live Vault Authentication 
  2148     tcp         veritas-ucl              VERITAS UNIVERSAL COMMUNICATION LAYER 
  2148     udp         veritas-ucl              VERITAS UNIVERSAL COMMUNICATION LAYER 
  2149     tcp         acptsys                  ACPTSYS 
  2149     udp         acptsys                  ACPTSYS 
  2150     tcp         dynamic3d                DYNAMIC3D 
  2150     udp         dynamic3d                DYNAMIC3D 
  2151     tcp         docent                   DOCENT 
  2151     udp         docent                   DOCENT 
  2152     tcp         gtp-user                 GTP-User Plane (3GPP) 
  2152     udp         gtp-user                 GTP-User Plane (3GPP) 
  2155     tcp         IllusionMailer           [trojan] Illusion Mailer 
  2155     tcp         IllusionMailer           [trojan] Illusion Mailer 
  2160     tcp         apc-cms                  APC Central Mgmt Server 
  2160     udp         apc-cms                  APC Central Mgmt Server 
  2165     tcp         x-bone-api               X-Bone API 
  2165     udp         x-bone-api               X-Bone API 
  2166     tcp         iwserver                 IWSERVER 
  2166     udp         iwserver                 IWSERVER 
  2180     tcp         mc-gt-srv                Millicent Vendor Gateway Server 
  2180     udp         mc-gt-srv                Millicent Vendor Gateway Server 
  2181     tcp         eforward                 eforward 
  2181     udp         eforward                 eforward 
  2200     tcp         ici                      ICI 
  2200     udp         ici                      ICI 
  2201     tcp         ats                      Advanced Training System Program 
  2201     udp         ats                      Advanced Training System Program 
  2202     tcp         imtc-map                 Int. Multimedia Teleconferencing Cosortium 
  2202     udp         imtc-map                 Int. Multimedia Teleconferencing Cosortium 
  2213     tcp         kali                     Kali 
  2213     udp         kali                     Kali 
  2220     tcp         netiq                    NetIQ Pegasus 
  2220     udp         netiq                    NetIQ Pegasus 
  2221     tcp         rockwell-csp1            Rockwell CSP1 
  2221     udp         rockwell-csp1            Rockwell CSP1 
  2222     tcp         AMD                      [trojan] Rootshell left by AMD exploit 
  2222     tcp         rockwell-csp2            Rockwell CSP2 
  2222     udp         rockwell-csp2            Rockwell CSP2 
  2223     tcp         rockwell-csp3            Rockwell CSP3 
  2223     udp         rockwell-csp3            Rockwell CSP3 
  2232     tcp         ivs-video                IVS Video default 
  2232     udp         ivs-video                IVS Video default 
  2233     tcp         infocrypt                INFOCRYPT 
  2233     udp         infocrypt                INFOCRYPT 
  2234     tcp         directplay               DirectPlay 
  2234     udp         directplay               DirectPlay 
  2235     tcp         sercomm-wlink            Sercomm-WLink 
  2235     udp         sercomm-wlink            Sercomm-WLink 
  2236     tcp         nani                     Nani 
  2236     udp         nani                     Nani 
  2237     tcp         optech-port1-lm          Optech Port1 License Manager 
  2237     udp         optech-port1-lm          Optech Port1 License Manager 
  2238     tcp         aviva-sna                AVIVA SNA SERVER 
  2238     udp         aviva-sna                AVIVA SNA SERVER 
  2239     tcp         imagequery               Image Query 
  2239     udp         imagequery               Image Query 
  2240     tcp         recipe                   RECIPe 
  2240     udp         recipe                   RECIPe 
  2241     tcp         ivsd                     IVS Daemon 
  2241     udp         ivsd                     IVS Daemon 
  2242     tcp         foliocorp                Folio Remote Server 
  2242     udp         foliocorp                Folio Remote Server 
  2243     tcp         magicom                  Magicom Protocol 
  2243     udp         magicom                  Magicom Protocol 
  2244     tcp         nmsserver                NMS Server 
  2244     udp         nmsserver                NMS Server 
  2245     tcp         hao                      HaO 
  2245     udp         hao                      HaO 
  2250     tcp         remote-collab            remote-collab 
  2250     udp         remote-collab            remote-collab 
  2255     tcp         Nirvana                  [trojan] Nirvana 
  2255     tcp         Nirvana                  [trojan] Nirvana 
  2255     tcp         vrtp                     VRTP - ViRtue Transfer Protocol 
  2255     udp         vrtp                     VRTP - ViRtue Transfer Protocol 
  2279     tcp         xmquery                  xmquery 
  2279     udp         xmquery                  xmquery 
  2280     tcp         lnvpoller                LNVPOLLER 
  2280     udp         lnvpoller                LNVPOLLER 
  2281     tcp         lnvconsole               LNVCONSOLE 
  2281     udp         lnvconsole               LNVCONSOLE 
  2282     tcp         lnvalarm                 LNVALARM 
  2282     udp         lnvalarm                 LNVALARM 
  2283     tcp         HVLRat5                  [trojan] HVL Rat5 
  2283     tcp         HvlRAT                   [trojan] Hvl RAT 
  2283     tcp         lnvstatus                LNVSTATUS 
  2283     udp         lnvstatus                LNVSTATUS 
  2284     tcp         lnvmaps                  LNVMAPS 
  2284     udp         lnvmaps                  LNVMAPS 
  2285     tcp         lnvmailmon               LNVMAILMON 
  2285     udp         lnvmailmon               LNVMAILMON 
  2286     tcp         nas-metering             NAS-Metering 
  2286     udp         nas-metering             NAS-Metering 
  2287     tcp         dna                      DNA 
  2287     udp         dna                      DNA 
  2288     tcp         netml                    NETML 
  2288     udp         netml                    NETML 
  2294     tcp         konshus-lm               Konshus License Manager (FLEX) 
  2294     udp         konshus-lm               Konshus License Manager (FLEX) 
  2295     tcp         advant-lm                Advant License Manager 
  2295     udp         advant-lm                Advant License Manager 
  2296     tcp         theta-lm                 Theta License Manager (Rainbow) 
  2296     udp         theta-lm                 Theta License Manager (Rainbow) 
  2297     tcp         d2k-datamover1           D2K DataMover 1 
  2297     udp         d2k-datamover1           D2K DataMover 1 
  2298     tcp         d2k-datamover2           D2K DataMover 2 
  2298     udp         d2k-datamover2           D2K DataMover 2 
  2299     tcp         pc-telecommute           PC Telecommute 
  2299     udp         pc-telecommute           PC Telecommute 
  2300     tcp         cvmmon                   CVMMON 
  2300     tcp         Xplorer                  [trojan] Xplorer 
  2300     tcp         Xplorer                  [trojan] Xplorer 
  2300     udp         cvmmon                   CVMMON 
  2301     tcp         compaqdiag               Compaq remote diagnostic management 
  2301     udp         cpq-wbem                 Compaq HTTP 
  2302     tcp         binderysupport           Bindery Support 
  2302     udp         binderysupport           Bindery Support 
  2303     tcp         proxy-gateway            Proxy Gateway 
  2303     udp         proxy-gateway            Proxy Gateway 
  2304     tcp         attachmate-uts           Attachmate UTS 
  2304     udp         attachmate-uts           Attachmate UTS 
  2305     tcp         mt-scaleserver           MT ScaleServer 
  2305     udp         mt-scaleserver           MT ScaleServer 
  2306     tcp         tappi-boxnet             TAPPI BoxNet 
  2306     udp         tappi-boxnet             TAPPI BoxNet 
  2307     tcp         pehelp                    
  2307     udp         pehelp                    
  2308     tcp         sdhelp                   sdhelp 
  2308     udp         sdhelp                   sdhelp 
  2309     tcp         sdserver                 SD Server 
  2309     udp         sdserver                 SD Server 
  2310     tcp         sdclient                 SD Client 
  2310     udp         sdclient                 SD Client 
  2311     tcp         messageservice           Message Service 
  2311     tcp         Studio54                 [trojan] Studio 54 
  2311     udp         messageservice           Message Service 
  2313     tcp         iapp                     IAPP (Inter Access Point Protocol) 
  2313     udp         iapp                     IAPP (Inter Access Point Protocol) 
  2314     tcp         cr-websystems            CR WebSystems 
  2314     udp         cr-websystems            CR WebSystems 
  2315     tcp         precise-sft              Precise Sft. 
  2315     udp         precise-sft              Precise Sft. 
  2316     tcp         sent-lm                  SENT License Manager 
  2316     udp         sent-lm                  SENT License Manager 
  2317     tcp         attachmate-g32           Attachmate G32 
  2317     udp         attachmate-g32           Attachmate G32 
  2318     tcp         cadencecontrol           Cadence Control 
  2318     udp         cadencecontrol           Cadence Control 
  2319     tcp         infolibria               InfoLibria 
  2319     udp         infolibria               InfoLibria 
  2320     tcp         siebel-ns                Siebel NS 
  2320     udp         siebel-ns                Siebel NS 
  2321     tcp         rdlap                    RDLAP over UDP 
  2321     udp         rdlap                    RDLAP 
  2322     tcp         ofsd                     ofsd 
  2322     udp         ofsd                     ofsd 
  2323     tcp         3d-nfsd                  3d-nfsd 
  2323     udp         3d-nfsd                  3d-nfsd 
  2324     tcp         cosmocall                Cosmocall 
  2324     udp         cosmocall                Cosmocall 
  2325     tcp         designspace-lm           Design Space License Management 
  2325     udp         designspace-lm           Design Space License Management 
  2326     tcp         idcp                     IDCP 
  2326     udp         idcp                     IDCP 
  2327     tcp         xingcsm                  xingcsm 
  2327     udp         xingcsm                  xingcsm 
  2328     tcp         netrix-sftm              Netrix SFTM 
  2328     udp         netrix-sftm              Netrix SFTM 
  2329     tcp         nvd                      NVD 
  2329     udp         nvd                      NVD 
  2330     tcp         IRCContact               [trojan] IRC Contact 
  2330     tcp         tscchat                  TSCCHAT 
  2330     udp         tscchat                  TSCCHAT 
  2331     tcp         agentview                AGENTVIEW 
  2331     tcp         IRCContact               [trojan] IRC Contact 
  2331     udp         agentview                AGENTVIEW 
  2332     tcp         IRCContact               [trojan] IRC Contact 
  2332     tcp         rcc-host                 RCC Host 
  2332     udp         rcc-host                 RCC Host 
  2333     tcp         IRCContact               [trojan] IRC Contact 
  2333     tcp         snapp                    SNAPP 
  2333     udp         snapp                    SNAPP 
  2334     tcp         ace-client               ACE Client Auth 
  2334     tcp         IRCContact               [trojan] IRC Contact 
  2334     udp         ace-client               ACE Client Auth 
  2335     tcp         ace-proxy                ACE Proxy 
  2335     tcp         IRCContact               [trojan] IRC Contact 
  2335     udp         ace-proxy                ACE Proxy 
  2336     tcp         appleugcontrol           Apple UG Control 
  2336     tcp         IRCContact               [trojan] IRC Contact 
  2336     udp         appleugcontrol           Apple UG Control 
  2337     tcp         ideesrv                  ideesrv 
  2337     tcp         IRCContact               [trojan] IRC Contact 
  2337     udp         ideesrv                  ideesrv 
  2338     tcp         IRCContact               [trojan] IRC Contact 
  2338     tcp         norton-lambert           Norton Lambert 
  2338     udp         norton-lambert           Norton Lambert 
  2339     tcp         3com-webview             3Com WebView 
  2339     tcp         IRCContact               [trojan] IRC Contact 
  2339     tcp         VoiceSpyOBS              [trojan] Voice Spy - OBS!!! 
  2339     tcp         VoiceSpy                 [trojan] Voice Spy 
  2339     udp         3com-webview             3Com WebView 
  2339     udp         VoiceSpyOBS              [trojan] Voice Spy - OBS!!! 
  2339     udp         VoiceSpy                 [trojan] Voice Spy 
  2340     tcp         wrs_registry             WRS Registry 
  2340     udp         wrs_registry             WRS Registry 
  2341     tcp         xiostatus                XIO Status 
  2341     udp         xiostatus                XIO Status 
  2342     tcp         manage-exec              Seagate Manage Exec 
  2342     udp         manage-exec              Seagate Manage Exec 
  2343     tcp         nati-logos               nati logos 
  2343     udp         nati-logos               nati logos 
  2344     tcp         fcmsys                   fcmsys 
  2344     udp         fcmsys                   fcmsys 
  2345     tcp         dbm                      dbm 
  2345     tcp         DolyTrojan               [trojan] Doly Trojan 
  2345     tcp         DolyTrojan               [trojan] Doly Trojan 
  2345     udp         dbm                      dbm 
  2346     tcp         redstorm_join            Game Connection Port 
  2346     udp         redstorm_join            Game Connection Port 
  2347     tcp         redstorm_find            Game Announcement and Location 
  2347     udp         redstorm_find            Game Announcement and Location 
  2348     tcp         redstorm_info            Information to query for game status 
  2348     udp         redstorm_info            Information to query for game status 
  2349     tcp         redstorm_diag            Diagnostics Port 
  2349     udp         redstorm_diag            Disgnostics Port 
  2350     tcp         psbserver                psbserver 
  2350     udp         psbserver                psbserver 
  2351     tcp         psrserver                psrserver 
  2351     udp         psrserver                psrserver 
  2352     tcp         pslserver                pslserver 
  2352     udp         pslserver                pslserver 
  2353     tcp         pspserver                pspserver 
  2353     udp         pspserver                pspserver 
  2354     tcp         psprserver               psprserver 
  2354     udp         psprserver               psprserver 
  2355     tcp         psdbserver               psdbserver 
  2355     udp         psdbserver               psdbserver 
  2356     tcp         gxtelmd                  GXT License Managemant 
  2356     udp         gxtelmd                  GXT License Managemant 
  2357     tcp         unihub-server            UniHub Server 
  2357     udp         unihub-server            UniHub Server 
  2358     tcp         futrix                   Futrix 
  2358     udp         futrix                   Futrix 
  2359     tcp         flukeserver              FlukeServer 
  2359     udp         flukeserver              FlukeServer 
  2360     tcp         nexstorindltd            NexstorIndLtd 
  2360     udp         nexstorindltd            NexstorIndLtd 
  2361     tcp         tl1                      TL1 
  2361     udp         tl1                      TL1 
  2362     tcp         digiman                  digiman 
  2362     udp         digiman                  digiman 
  2363     tcp         mediacntrlnfsd           Media Central NFSD 
  2363     udp         mediacntrlnfsd           Media Central NFSD 
  2364     tcp         oi-2000                  OI-2000 
  2364     udp         oi-2000                  OI-2000 
  2365     tcp         dbref                    dbref 
  2365     udp         dbref                    dbref 
  2366     tcp         qip-login                qip-login 
  2366     udp         qip-login                qip-login 
  2367     tcp         service-ctrl             Service Control 
  2367     udp         service-ctrl             Service Control 
  2368     tcp         opentable                OpenTable 
  2368     udp         opentable                OpenTable 
  2369     tcp         acs2000-dsp              ACS2000 DSP 
  2369     udp         acs2000-dsp              ACS2000 DSP 
  2370     tcp         compaq-econnect          Worldwire Compaq eConnect Secure Remote Support 
  2370     tcp         l3-hbmon                 L3-HBMon 
  2370     udp         l3-hbmon                 L3-HBMon 
  2381     tcp         compaq-https             Compaq HTTPS 
  2381     udp         compaq-https             Compaq HTTPS 
  2382     tcp         ms-olap3                 Microsoft OLAP 
  2382     udp         ms-olap3                 Microsoft OLAP 
  2383     tcp         ms-olap4                 Microsoft OLAP 
  2383     udp         ms-olap4                 Microsoft OLAP 
  2384     tcp         sd-request               SD-REQUEST 
  2384     udp         sd-request               SD-REQUEST 
  2389     tcp         ovsessionmgr             OpenView Session Mgr 
  2389     udp         ovsessionmgr             OpenView Session Mgr 
  2390     tcp         rsmtp                    RSMTP 
  2390     udp         rsmtp                    RSMTP 
  2391     tcp         3com-net-mgmt            3COM Net Management 
  2391     udp         3com-net-mgmt            3COM Net Management 
  2392     tcp         tacticalauth             Tactical Auth 
  2392     udp         tacticalauth             Tactical Auth 
  2393     tcp         ms-olap1                 MS OLAP 1 
  2393     udp         ms-olap1                 MS OLAP 1 
